13	base	seqlen_q=2048,seqlen_k=4096,packed_ck_ms=9.48370743,staged_ck_ms=3.41621494,staged_speedup=2.77608633,max_abs=1.90734863e-06,mean_abs=9.28949362e-08,staged_scratch_bytes=67108864
13	base	seqlen_q=2048,seqlen_k=6144,packed_ck_ms=15.0063372,staged_ck_ms=5.44131184,staged_speedup=2.75785279,max_abs=9.53674316e-07,mean_abs=5.43407547e-08,staged_scratch_bytes=75497472
13	base	seqlen_q=2048,seqlen_k=8192,packed_ck_ms=20.8045769,staged_ck_ms=7.93614101,staged_speedup=2.62149787,max_abs=4.76837158e-07,mean_abs=3.8546015e-08,staged_scratch_bytes=83886080
13	cand	seqlen_q=2048,seqlen_k=2048,packed_ck_ms=3.482342,staged_ck_ms=1.35243905,staged_speedup=2.57486057,max_abs=0,mean_abs=0,staged_scratch_bytes=58720256
13	cand	seqlen_q=2048,seqlen_k=4096,packed_ck_ms=9.6171484,staged_ck_ms=3.17836809,staged_speedup=3.02581334,max_abs=0,mean_abs=0,staged_scratch_bytes=67108864
13	cand	seqlen_q=2048,seqlen_k=6144,packed_ck_ms=14.9966974,staged_ck_ms=5.10414076,staged_speedup=2.93814349,max_abs=0,mean_abs=0,staged_scratch_bytes=75497472
13	cand	seqlen_q=2048,seqlen_k=8192,packed_ck_ms=20.8680191,staged_ck_ms=7.68985415,staged_speedup=2.71370816,max_abs=0,mean_abs=0,staged_scratch_bytes=83886080
14	cand	seqlen_q=2048,seqlen_k=2048,packed_ck_ms=3.4898591,staged_ck_ms=1.35511804,staged_speedup=2.57531738,max_abs=0,mean_abs=0,staged_scratch_bytes=58720256
14	cand	seqlen_q=2048,seqlen_k=4096,packed_ck_ms=9.6384697,staged_ck_ms=3.14556909,staged_speedup=3.06414175,max_abs=0,mean_abs=0,staged_scratch_bytes=67108864
14	cand	seqlen_q=2048,seqlen_k=6144,packed_ck_ms=15.0127764,staged_ck_ms=5.1363039,staged_speedup=2.9228754,max_abs=0,mean_abs=0,staged_scratch_bytes=75497472
14	cand	seqlen_q=2048,seqlen_k=8192,packed_ck_ms=20.814455,staged_ck_ms=7.66833401,staged_speedup=2.71433854,max_abs=0,mean_abs=0,staged_scratch_bytes=83886080
14	base	seqlen_q=2048,seqlen_k=2048,packed_ck_ms=3.46970296,staged_ck_ms=1.41012204,staged_speedup=2.46056938,max_abs=6.10351562e-05,mean_abs=5.01400014e-07,staged_scratch_bytes=58720256
14	base	seqlen_q=2048,seqlen_k=4096,packed_ck_ms=9.45226574,staged_ck_ms=3.45721602,staged_speedup=2.73406863,max_abs=1.90734863e-06,mean_abs=9.28949362e-08,staged_scratch_bytes=67108864
14	base	seqlen_q=2048,seqlen_k=6144,packed_ck_ms=15.0366583,staged_ck_ms=5.4900732,staged_speedup=2.73888111,max_abs=9.53674316e-07,mean_abs=5.43407547e-08,staged_scratch_bytes=75497472
14	base	seqlen_q=2048,seqlen_k=8192,packed_ck_ms=20.9632645,staged_ck_ms=8.00822258,staged_speedup=2.6177175,max_abs=4.76837158e-07,mean_abs=3.8546015e-08,staged_scratch_bytes=83886080
15	base	seqlen_q=2048,seqlen_k=2048,packed_ck_ms=3.46938109,staged_ck_ms=1.42396104,staged_speedup=2.43642974,max_abs=6.10351562e-05,mean_abs=5.01400014e-07,staged_scratch_bytes=58720256
15	base	seqlen_q=2048,seqlen_k=4096,packed_ck_ms=9.51158714,staged_ck_ms=3.41645503,staged_speedup=2.78405166,max_abs=1.90734863e-06,mean_abs=9.28949362e-08,staged_scratch_bytes=67108864
15	base	seqlen_q=2048,seqlen_k=6144,packed_ck_ms=15.0615797,staged_ck_ms=5.45731211,staged_speedup=2.75988984,max_abs=9.53674316e-07,mean_abs=5.43407547e-08,staged_scratch_bytes=75497472
15	base	seqlen_q=2048,seqlen_k=8192,packed_ck_ms=20.7575016,staged_ck_ms=7.92194176,staged_speedup=2.62025428,max_abs=4.76837158e-07,mean_abs=3.8546015e-08,staged_scratch_bytes=83886080
15	cand	seqlen_q=2048,seqlen_k=2048,packed_ck_ms=3.48377109,staged_ck_ms=1.35143495,staged_speedup=2.57783103,max_abs=0,mean_abs=0,staged_scratch_bytes=58720256
15	cand	seqlen_q=2048,seqlen_k=4096,packed_ck_ms=9.65999031,staged_ck_ms=3.17880893,staged_speedup=3.03887105,max_abs=0,mean_abs=0,staged_scratch_bytes=67108864
15	cand	seqlen_q=2048,seqlen_k=6144,packed_ck_ms=14.9862156,staged_ck_ms=5.02886009,staged_speedup=2.98004222,max_abs=0,mean_abs=0,staged_scratch_bytes=75497472
15	cand	seqlen_q=2048,seqlen_k=8192,packed_ck_ms=20.9143867,staged_ck_ms=7.56265211,staged_speedup=2.76548314,max_abs=0,mean_abs=0,staged_scratch_bytes=83886080
